,winner
46812,1
46813,1
46814,0
46815,0
46816,1
46817,0
46818,0
46819,1
46820,1
46821,0
46822,1
46823,1
46824,0
46825,1
46826,1
46827,1
46828,1
46829,0
46830,1
46831,1
46832,1
46833,1
46834,0
46835,0
46836,0
46837,0
46838,1
46839,1
46840,1
46841,1
46842,1
46843,1
46844,1
46845,0
46846,0
46847,0
46848,0
46849,1
46850,1
46851,1
46852,0
46853,1
46854,1
46855,0
46856,0
46857,1
46858,0
46859,1
46860,1
46861,0
46862,1
46863,0
46864,0
46865,1
46866,1
46867,1
46868,1
46869,1
46870,0
46871,1
46872,0
46873,1
46874,1
46875,1
46876,1
46877,0
46878,1
46879,1
46880,0
46881,0
46882,1
46883,0
46884,1
46885,1
46886,1
46887,0
46888,0
46889,0
46890,1
46891,0
46892,1
46893,0
46894,0
46895,0
46896,0
46897,1
46898,1
46899,0
46900,0
46901,0
46902,1
46903,1
46904,0
46905,1
46906,1
46907,1
46908,0
46909,0
46910,0
46911,1
46912,1
46913,1
46914,1
46915,0
46916,1
46917,0
46918,1
46919,1
46920,0
46921,1
46922,1
46923,1
46924,1
46925,0
46926,1
46927,0
46928,1
46929,0
46930,1
46931,0
46932,0
46933,0
46934,1
46935,1
46936,0
46937,0
46938,1
46939,0
46940,0
46941,1
46942,1
46943,0
46944,0
46945,1
46946,1
46947,1
46948,1
46949,0
46950,0
46951,0
46952,1
46953,1
46954,1
46955,1
46956,1
46957,0
46958,1
46959,1
46960,1
46961,1
46962,1
46963,0
46964,0
46965,1
46966,1
46967,1
46968,0
46969,0
46970,0
46971,1
46972,0
46973,1
46974,0
46975,0
46976,0
46977,1
46978,0
46979,0
46980,1
46981,1
46982,1
46983,0
46984,0
46985,1
46986,0
46987,0
46988,1
46989,0
46990,1
46991,1
46992,1
46993,1
46994,1
46995,0
46996,0
46997,0
46998,1
46999,1
47000,0
47001,1
47002,0
47003,1
47004,1
47005,1
47006,1
47007,1
47008,0
47009,1
47010,0
47011,0
47012,0
47013,0
47014,0
47015,1
47016,0
47017,1
47018,0
47019,0
47020,1
47021,1
47022,1
47023,0
47024,1
47025,1
47026,1
47027,0
47028,1
47029,1
47030,1
47031,0
47032,1
47033,0
47034,1
47035,1
47036,0
47037,0
47038,1
47039,0
47040,1
47041,0
47042,0
47043,0
47044,1
47045,0
47046,1
47047,1
47048,1
47049,0
47050,1
47051,1
47052,0
47053,1
47054,0
47055,1
47056,1
47057,0
47058,0
47059,0
47060,0
47061,1
47062,1
47063,0
47064,1
47065,1
47066,1
47067,0
47068,1
47069,1
47070,0
47071,1
47072,0
47073,1
47074,1
47075,1
47076,1
47077,1
47078,1
47079,0
47080,0
47081,1
47082,1
47083,0
47084,1
47085,0
47086,0
47087,1
47088,0
47089,1
47090,0
47091,0
47092,1
47093,0
47094,0
47095,0
47096,0
47097,0
47098,1
47099,1
47100,1
47101,1
47102,1
47103,0
47104,0
47105,0
47106,0
47107,0
47108,1
47109,1
47110,1
47111,1
47112,1
47113,1
47114,1
47115,0
47116,0
47117,1
47118,1
47119,0
47120,1
47121,1
47122,1
47123,0
47124,0
47125,1
47126,1
47127,0
47128,1
47129,1
47130,0
47131,1
47132,0
47133,0
47134,0
47135,0
47136,0
47137,1
47138,1
47139,0
47140,0
47141,1
47142,0
47143,1
47144,1
47145,0
47146,0
47147,1
47148,1
47149,1
47150,1
47151,1
47152,1
47153,1
47154,0
47155,1
47156,1
47157,1
47158,1
47159,0
47160,0
47161,1
47162,1
47163,0
47164,0
47165,1
47166,0
47167,0
47168,1
47169,1
47170,1
47171,1
47172,1
47173,0
47174,0
47175,1
47176,0
47177,0
47178,0
47179,1
47180,1
47181,0
47182,1
47183,1
47184,1
47185,0
47186,0
47187,0
47188,1
47189,0
47190,0
47191,1
47192,1
47193,0
47194,0
47195,1
47196,1
47197,1
47198,1
47199,1
47200,0
47201,1
47202,1
47203,1
47204,1
47205,0
47206,0
47207,1
47208,1
47209,0
47210,0
47211,1
47212,1
47213,0
47214,0
47215,1
47216,0
47217,0
47218,1
47219,1
47220,1
47221,1
47222,0
47223,0
47224,0
47225,1
47226,1
47227,1
47228,0
47229,0
47230,0
47231,0
47232,1
47233,1
47234,0
47235,1
47236,1
47237,1
47238,1
47239,0
47240,0
47241,0
47242,0
47243,0
47244,1
47245,1
47246,1
47247,0
47248,0
47249,1
47250,0
47251,1
47252,1
47253,0
47254,0
47255,1
47256,0
47257,0
47258,1
47259,1
47260,1
47261,0
47262,0
47263,1
47264,1
47265,0
47266,1
47267,1
47268,1
47269,1
47270,1
47271,1
47272,0
47273,0
47274,0
47275,0
47276,1
47277,1
47278,1
47279,0
47280,1
47281,1
47282,1
47283,0
47284,0
47285,1
47286,0
47287,0
47288,0
47289,1
47290,1
47291,1
47292,1
47293,0
47294,0
47295,0
47296,0
47297,1
47298,0
47299,0
47300,1
47301,1
47302,1
47303,1
47304,0
47305,1
47306,1
47307,0
47308,1
47309,1
47310,1
47311,0
47312,1
47313,1
47314,0
47315,1
47316,1
47317,1
47318,1
47319,1
47320,0
47321,0
47322,0
47323,1
47324,1
47325,0
47326,1
47327,0
47328,1
47329,0
47330,0
47331,1
47332,1
47333,0
47334,0
47335,1
47336,0
47337,0
47338,1
47339,1
47340,0
47341,0
47342,0
47343,0
47344,1
47345,0
47346,1
47347,0
47348,1
47349,0
47350,1
47351,1
47352,0
47353,0
47354,1
47355,0
47356,1
47357,1
47358,1
47359,0
47360,0
47361,1
47362,0
47363,1
47364,0
47365,1
47366,1
47367,0
47368,1
47369,0
47370,1
47371,1
47372,1
47373,0
47374,0
47375,0
47376,1
47377,1
47378,0
47379,1
47380,1
47381,1
47382,1
47383,0
47384,0
47385,1
47386,1
47387,0
47388,1
47389,0
47390,0
47391,1
47392,0
47393,1
47394,0
47395,1
47396,0
47397,1
47398,1
47399,0
47400,1
47401,0
47402,0
47403,1
47404,1
47405,1
47406,0
47407,1
47408,0
47409,0
47410,0
47411,0
47412,0
47413,1
47414,1
47415,0
47416,0
47417,0
47418,0
47419,1
47420,0
47421,1
47422,0
47423,1
47424,0
47425,1
47426,0
47427,1
47428,0
47429,0
47430,0
47431,1
47432,1
47433,1
47434,1
47435,1
47436,0
47437,0
47438,1
47439,0
47440,0
47441,0
47442,0
47443,1
47444,1
47445,0
47446,1
47447,0
47448,0
47449,1
47450,0
47451,1
47452,1
47453,0
47454,1
47455,0
47456,1
47457,0
47458,1
47459,1
47460,1
47461,0
47462,1
47463,0
47464,0
47465,0
47466,0
47467,1
47468,0
47469,0
47470,0
47471,1
47472,1
47473,1
47474,1
47475,0
47476,1
47477,0
47478,0
47479,1
47480,1
47481,1
47482,1
47483,1
47484,1
47485,0
47486,0
47487,1
47488,0
47489,1
47490,0
47491,1
47492,1
47493,1
47494,1
47495,1
47496,1
47497,1
47498,0
47499,0
47500,1
47501,1
47502,0
47503,0
47504,1
47505,1
47506,1
47507,0
47508,1
47509,1
47510,1
47511,1
47512,0
47513,1
47514,0
47515,0
47516,1
47517,0
47518,1
47519,0
47520,0
47521,0
47522,1
47523,1
47524,1
47525,0
47526,1
47527,1
47528,1
47529,1
47530,1
47531,0
47532,1
47533,1
47534,0
47535,1
47536,1
47537,1
47538,1
47539,1
47540,1
47541,1
47542,0
47543,0
47544,0
47545,1
47546,0
47547,1
47548,1
47549,1
47550,0
47551,1
47552,0
47553,0
47554,0
47555,1
47556,0
47557,0
47558,0
47559,0
47560,0
47561,1
47562,0
47563,0
47564,1
47565,0
47566,1
47567,1
47568,0
47569,1
47570,0
47571,0
47572,0
47573,1
47574,1
47575,0
47576,0
47577,1
47578,1
47579,0
47580,0
47581,1
47582,0
47583,0
47584,1
47585,0
47586,0
47587,0
47588,1
47589,1
47590,0
47591,0
47592,1
47593,0
47594,0
47595,0
47596,1
47597,0
47598,0
47599,0
47600,1
47601,1
47602,1
47603,1
47604,0
47605,1
47606,1
47607,0
47608,1
47609,1
47610,0
47611,1
47612,1
47613,1
47614,1
47615,1
47616,1
47617,0
47618,0
47619,1
47620,1
47621,1
47622,0
47623,1
47624,1
47625,0
47626,0
47627,1
47628,1
47629,0
47630,0
47631,0
47632,1
47633,0
47634,1
47635,0
47636,0
47637,1
47638,0
47639,1
47640,0
47641,1
47642,0
47643,0
47644,0
47645,0
47646,0
47647,0
47648,1
47649,0
47650,1
47651,0
47652,0
47653,1
47654,0
47655,1
47656,0
47657,0
47658,0
47659,0
47660,0
47661,1
47662,1
47663,1
47664,0
47665,1
47666,1
47667,1
47668,1
47669,0
47670,1
47671,0
47672,1
47673,0
47674,1
47675,0
47676,0
47677,1
47678,0
47679,1
47680,0
47681,1
47682,0
47683,1
47684,1
47685,1
47686,0
47687,1
47688,1
47689,1
47690,0
47691,1
47692,1
47693,1
47694,1
47695,1
47696,1
47697,0
47698,0
47699,1
47700,0
47701,1
47702,1
47703,0
47704,0
47705,1
47706,1
47707,0
47708,0
47709,1
47710,1
47711,0
47712,1
47713,1
47714,0
47715,0
47716,1
47717,0
47718,0
47719,1
47720,1
47721,1
47722,0
47723,0
47724,0
47725,0
47726,1
47727,0
47728,1
47729,1
47730,0
47731,1
47732,1
47733,1
47734,0
47735,0
47736,1
47737,1
47738,1
47739,1
47740,1
47741,1
47742,1
47743,0
47744,0
47745,1
47746,1
47747,0
47748,0
47749,1
47750,1
47751,1
47752,0
47753,1
47754,1
47755,1
47756,0
47757,0
47758,1
47759,0
47760,1
47761,1
47762,0
47763,0
47764,1
47765,1
47766,0
47767,0
47768,1
47769,1
47770,1
47771,0
47772,1
47773,0
47774,0
47775,0
47776,1
47777,0
47778,1
47779,0
47780,0
47781,1
47782,1
47783,1
47784,1
47785,1
47786,1
47787,0
47788,0
47789,1
47790,1
47791,0
47792,0
47793,0
47794,1
47795,1
47796,1
47797,0
47798,1
47799,0
47800,0
47801,0
47802,1
47803,1
47804,0
47805,0
47806,1
47807,0
47808,1
47809,1
47810,1
47811,0
47812,1
47813,1
47814,1
47815,1
47816,0
47817,0
47818,0
47819,1
47820,1
47821,0
47822,0
47823,0
47824,1
47825,1
47826,0
47827,1
47828,1
47829,0
47830,1
47831,1
47832,1
47833,1
47834,0
47835,1
47836,1
47837,1
47838,1
47839,0
47840,0
47841,1
47842,1
47843,1
47844,0
47845,0
47846,0
47847,0
47848,1
47849,0
47850,1
47851,0
47852,1
47853,0
47854,0
47855,1
47856,0
47857,1
47858,1
47859,1
47860,1
47861,1
47862,1
47863,1
47864,1
47865,0
47866,0
47867,0
47868,0
47869,1
47870,0
47871,1
47872,0
47873,1
47874,1
47875,1
47876,1
47877,1
47878,0
47879,0
47880,1
47881,0
47882,0
47883,1
47884,1
47885,1
47886,1
47887,0
47888,1
47889,1
47890,0
47891,1
47892,1
47893,0
47894,0
47895,1
47896,0
47897,0
47898,0
47899,0
47900,1
47901,0
47902,1
47903,0
47904,1
47905,0
47906,0
47907,0
47908,1
47909,0
47910,0
47911,1
47912,1
47913,1
47914,0
47915,0
47916,0
47917,0
47918,0
47919,0
47920,1
47921,1
47922,1
47923,1
47924,0
47925,0
47926,1
47927,0
47928,1
47929,0
47930,0
47931,0
47932,1
47933,1
47934,0
47935,1
47936,0
47937,0
47938,0
47939,0
47940,1
47941,1
47942,1
47943,0
47944,0
47945,1
47946,0
47947,1
47948,1
47949,1
47950,1
47951,1
47952,0
47953,1
47954,1
47955,0
47956,1
47957,0
47958,1
47959,1
47960,1
47961,1
47962,0
47963,0
47964,0
47965,0
47966,1
47967,0
47968,0
47969,0
47970,1
47971,0
47972,0
47973,0
47974,0
47975,0
47976,1
47977,1
47978,0
47979,1
47980,0
47981,1
47982,0
47983,1
47984,1
47985,1
47986,1
47987,1
47988,0
47989,0
47990,0
47991,0
47992,0
47993,0
47994,1
47995,0
47996,0
47997,1
47998,1
47999,0
48000,1
48001,1
48002,0
48003,1
48004,0
48005,0
48006,1
48007,0
48008,0
48009,0
48010,0
48011,0
48012,0
48013,1
48014,0
48015,0
48016,1
48017,1
48018,1
48019,1
48020,0
48021,0
48022,1
48023,1
48024,0
48025,0
48026,1
48027,0
48028,0
48029,0
48030,0
48031,1
48032,0
48033,0
48034,0
48035,0
48036,0
48037,1
48038,0
48039,0
48040,1
48041,1
48042,0
48043,0
48044,0
48045,1
48046,0
48047,1
48048,1
48049,1
48050,1
48051,1
48052,0
48053,0
48054,1
48055,0
48056,1
48057,0
48058,0
48059,1
48060,0
48061,1
48062,1
48063,0
48064,1
48065,0
48066,1
48067,0
48068,0
48069,1
48070,1
48071,0
48072,1
48073,1
48074,1
48075,0
48076,1
48077,1
48078,1
48079,1
48080,1
48081,1
48082,1
48083,1
48084,0
48085,1
48086,1
48087,1
48088,0
48089,1
48090,1
48091,1
48092,0
48093,1
48094,1
48095,1
48096,0
48097,0
48098,1
48099,1
48100,0
48101,0
48102,1
48103,1
48104,1
48105,1
48106,0
48107,0
48108,1
48109,0
48110,0
48111,1
48112,0
48113,0
48114,1
48115,0
48116,1
48117,1
48118,0
48119,0
48120,1
48121,0
48122,1
48123,1
48124,1
48125,0
48126,0
48127,1
48128,1
48129,1
48130,1
48131,1
48132,0
48133,0
48134,0
48135,1
48136,0
48137,0
48138,0
48139,0
48140,1
48141,1
48142,1
48143,1
48144,1
48145,0
48146,0
48147,0
48148,1
48149,1
48150,1
48151,0
48152,1
48153,0
48154,1
48155,1
48156,0
48157,0
48158,1
48159,0
48160,0
48161,0
48162,0
48163,0
48164,1
48165,0
48166,1
48167,0
48168,0
48169,1
48170,0
48171,0
48172,0
48173,1
48174,0
48175,1
48176,1
48177,0
48178,1
48179,0
48180,0
48181,1
48182,0
48183,1
48184,0
48185,0
48186,0
48187,1
48188,0
48189,1
48190,1
48191,1
48192,0
48193,1
48194,1
48195,1
48196,0
48197,1
48198,1
48199,0
48200,0
48201,1
48202,1
48203,0
48204,0
48205,0
48206,0
48207,0
48208,1
48209,0
48210,1
48211,1
48212,1
48213,0
48214,1
48215,1
48216,1
48217,1
48218,0
48219,1
48220,1
48221,1
48222,1
48223,1
48224,1
48225,1
48226,1
48227,0
48228,1
48229,0
48230,0
48231,0
48232,1
48233,1
48234,0
48235,1
48236,1
48237,0
48238,1
48239,1
48240,1
48241,0
48242,1
48243,1
48244,1
48245,1
48246,0
48247,0
48248,1
48249,0
48250,1
48251,0
48252,1
48253,1
48254,0
48255,1
48256,1
48257,0
48258,1
48259,0
48260,0
48261,0
48262,1
48263,0
48264,0
48265,0
48266,0
48267,1
48268,1
48269,1
48270,1
48271,1
48272,0
48273,1
48274,0
48275,1
48276,0
48277,1
48278,1
48279,0
48280,1
48281,1
48282,0
48283,0
48284,1
48285,0
48286,0
48287,0
48288,1
48289,0
48290,1
48291,1
48292,0
48293,1
48294,0
48295,1
48296,1
48297,0
48298,0
48299,1
48300,1
48301,1
48302,1
48303,1
48304,1
48305,1
48306,0
48307,1
48308,1
48309,0
48310,1
48311,0
48312,0
48313,0
48314,1
48315,1
48316,1
48317,1
48318,1
48319,1
48320,0
48321,0
48322,1
48323,1
48324,1
48325,1
48326,1
48327,1
48328,0
48329,0
48330,0
48331,1
48332,1
48333,1
48334,1
48335,1
48336,1
48337,0
48338,1
48339,0
48340,1
48341,0
48342,0
48343,0
48344,1
48345,0
48346,0
48347,0
48348,0
48349,0
48350,0
48351,0
48352,1
48353,1
48354,0
48355,1
48356,0
48357,1
48358,0
48359,0
48360,0
48361,0
48362,1
48363,0
48364,1
48365,0
48366,1
48367,1
48368,0
48369,0
48370,1
48371,1
48372,1
48373,0
48374,0
48375,0
48376,1
48377,0
48378,1
48379,1
48380,1
48381,1
48382,0
48383,0
48384,1
48385,1
48386,1
48387,0
48388,0
48389,1
48390,1
48391,0
48392,0
48393,0
48394,0
48395,1
48396,1
48397,0
48398,1
48399,0
48400,1
48401,1
48402,1
48403,0
48404,1
48405,0
48406,0
48407,0
48408,1
48409,0
48410,0
48411,0
48412,0
48413,1
48414,0
48415,1
48416,1
48417,1
48418,0
48419,0
48420,1
48421,0
48422,0
48423,1
48424,1
48425,1
48426,1
48427,0
48428,0
48429,0
48430,1
48431,0
48432,0
48433,1
48434,0
48435,1
48436,1
48437,1
48438,0
48439,0
48440,0
48441,1
48442,1
48443,1
48444,1
48445,1
48446,1
48447,1
48448,1
48449,1
48450,0
48451,1
48452,1
48453,0
48454,0
48455,0
48456,1
48457,1
48458,1
48459,0
48460,0
48461,1
48462,0
48463,1
48464,1
48465,1
48466,0
48467,1
48468,0
48469,0
48470,1
48471,1
48472,1
48473,1
48474,1
48475,0
48476,0
48477,0
48478,0
48479,1
48480,1
48481,1
48482,1
48483,1
48484,1
48485,1
48486,0
48487,0
48488,1
48489,1
48490,1
48491,0
48492,1
48493,1
48494,0
48495,1
48496,1
48497,0
48498,1
48499,0
48500,0
48501,1
48502,1
48503,1
48504,1
48505,1
48506,0
48507,0
48508,0
48509,0
48510,1
48511,0
48512,1
48513,1
48514,0
48515,1
48516,1
48517,1
48518,0
48519,0
48520,0
48521,1
48522,0
48523,0
48524,1
48525,1
48526,0
48527,1
48528,1
48529,1
48530,0
48531,1
48532,0
48533,1
48534,1
48535,0
48536,1
48537,0
48538,0
48539,0
48540,1
48541,0
48542,1
48543,0
48544,1
48545,0
48546,1
48547,1
48548,1
48549,1
48550,0
48551,1
48552,0
48553,0
48554,1
48555,1
48556,0
48557,0
48558,0
48559,1
48560,0
48561,1
48562,1
48563,1
48564,0
48565,0
48566,0
48567,0
48568,0
48569,0
48570,0
48571,0
48572,1
48573,0
48574,1
48575,0
48576,0
48577,1
48578,1
48579,1
48580,1
48581,1
48582,0
48583,1
48584,0
48585,1
48586,0
48587,1
48588,1
48589,0
48590,0
48591,1
48592,1
48593,1
48594,1
48595,1
48596,1
48597,1
48598,1
48599,1
48600,1
48601,1
48602,1
48603,0
48604,1
48605,0
48606,1
48607,1
48608,1
48609,1
48610,0
48611,1
48612,0
48613,1
48614,1
48615,1
48616,0
48617,0
48618,0
48619,0
48620,0
48621,0
48622,1
48623,0
48624,1
48625,1
48626,0
48627,1
48628,1
48629,1
48630,0
48631,1
48632,1
48633,0
48634,1
48635,0
48636,0
48637,0
48638,1
48639,1
48640,1
48641,1
48642,0
48643,0
48644,0
48645,0
48646,1
48647,0
48648,1
48649,0
48650,0
48651,0
48652,1
48653,0
48654,0
48655,1
48656,1
48657,1
48658,1
48659,0
48660,0
48661,1
48662,0
48663,1
48664,1
48665,1
48666,1
48667,1
48668,1
48669,0
48670,1
48671,1
48672,1
48673,0
48674,1
48675,1
48676,0
48677,1
48678,1
48679,0
48680,0
48681,1
48682,1
48683,0
48684,1
48685,0
48686,1
48687,1
48688,1
48689,0
48690,0
48691,0
48692,0
48693,0
48694,1
48695,0
48696,0
48697,1
48698,1
48699,0
48700,1
48701,0
48702,0
48703,0
48704,0
48705,0
48706,1
48707,0
48708,0
48709,0
48710,0
48711,0
48712,0
48713,0
48714,1
48715,0
48716,0
48717,0
48718,1
48719,1
48720,1
48721,1
48722,1
48723,1
48724,1
48725,1
48726,0
48727,0
48728,0
48729,0
48730,1
48731,0
48732,1
48733,0
48734,1
48735,1
48736,1
48737,0
48738,1
48739,1
48740,1
48741,1
48742,0
48743,1
48744,1
48745,1
48746,1
48747,1
48748,0
48749,1
48750,1
48751,0
48752,0
48753,1
48754,1
48755,1
48756,1
48757,0
48758,1
48759,0
48760,0
48761,1
48762,1
48763,1
48764,1
48765,1
48766,1
48767,0
48768,1
48769,0
48770,0
48771,1
48772,1
48773,1
48774,1
48775,1
48776,1
48777,0
48778,1
48779,0
48780,1
48781,1
48782,1
48783,1
48784,1
48785,0
48786,1
48787,1
48788,0
48789,0
48790,0
48791,0
48792,0
48793,1
48794,1
48795,0
48796,0
48797,1
48798,1
48799,0
48800,1
48801,0
48802,0
48803,0
48804,1
48805,0
48806,0
48807,1
48808,1
48809,1
48810,1
48811,1
48812,0
48813,1
48814,0
48815,1
48816,1
48817,0
48818,1
48819,1
48820,0
48821,0
48822,1
48823,0
48824,0
48825,0
48826,1
48827,1
48828,0
48829,0
48830,1
48831,1
48832,1
48833,0
48834,1
48835,1
48836,0
48837,1
48838,0
48839,1
48840,0
48841,1
48842,0
48843,0
48844,1
48845,1
48846,1
48847,0
48848,0
48849,0
48850,0
48851,1
48852,1
48853,0
48854,1
48855,1
48856,0
48857,1
48858,0
48859,0
48860,1
48861,1
48862,0
48863,0
48864,0
48865,1
48866,0
48867,1
48868,1
48869,1
48870,0
48871,0
48872,1
48873,1
48874,0
48875,1
48876,1
48877,1
48878,1
48879,0
48880,1
48881,1
48882,1
48883,1
48884,0
48885,0
48886,0
48887,0
48888,0
48889,1
48890,1
48891,0
48892,0
48893,0
48894,1
48895,1
48896,0
48897,1
48898,1
48899,0
48900,0
48901,0
48902,0
48903,0
48904,1
48905,1
48906,1
48907,1
48908,0
48909,1
48910,0
48911,1
48912,0
48913,1
48914,0
48915,1
48916,0
48917,1
48918,0
48919,1
48920,0
48921,1
48922,0
48923,0
48924,1
48925,0
48926,0
48927,1
48928,1
48929,0
48930,1
48931,0
48932,1
48933,1
48934,0
48935,1
48936,0
48937,0
48938,1
48939,1
48940,0
48941,1
48942,0
48943,1
48944,0
48945,0
48946,1
48947,1
48948,0
48949,1
48950,0
48951,0
48952,1
48953,0
48954,1
48955,1
48956,1
48957,1
48958,1
48959,0
48960,0
48961,0
48962,1
48963,1
48964,1
48965,1
48966,0
48967,0
48968,0
48969,1
48970,0
48971,1
48972,1
48973,1
48974,0
48975,1
48976,1
48977,0
48978,0
48979,0
48980,1
48981,1
48982,1
48983,1
48984,0
48985,0
48986,1
48987,1
48988,1
48989,0
48990,0
48991,0
48992,0
48993,0
48994,1
48995,0
48996,1
48997,0
48998,0
48999,0
49000,0
49001,0
49002,0
49003,0
49004,1
49005,1
49006,0
49007,0
49008,1
49009,0
49010,1
49011,1
49012,0
49013,0
49014,1
49015,1
49016,1
49017,0
49018,1
49019,0
49020,1
49021,1
49022,0
49023,0
49024,1
49025,0
49026,1
49027,0
49028,1
49029,1
49030,1
49031,0
49032,0
49033,0
49034,1
49035,0
49036,1
49037,0
49038,1
49039,1
49040,0
49041,0
49042,1
49043,0
49044,0
49045,1
49046,0
49047,0
49048,1
49049,0
49050,1
49051,0
49052,0
49053,1
49054,0
49055,1
49056,0
49057,0
49058,1
49059,1
49060,1
49061,0
49062,0
49063,1
49064,0
49065,0
49066,0
49067,0
49068,0
49069,1
49070,1
49071,0
49072,1
49073,1
49074,0
49075,1
49076,1
49077,1
49078,0
49079,0
49080,0
49081,0
49082,1
49083,1
49084,0
49085,1
49086,0
49087,0
49088,1
49089,1
49090,1
49091,0
49092,1
49093,1
49094,1
49095,1
49096,0
49097,1
49098,0
49099,0
49100,0
49101,1
49102,0
49103,0
49104,0
49105,0
49106,1
49107,1
49108,1
49109,0
49110,0
49111,0
49112,1
49113,0
49114,1
49115,0
49116,0
49117,1
49118,0
49119,1
49120,1
49121,0
49122,0
49123,1
49124,0
49125,1
49126,1
49127,0
49128,0
49129,1
49130,1
49131,1
49132,1
49133,0
49134,0
49135,0
49136,1
49137,1
49138,1
49139,1
49140,0
49141,0
49142,1
49143,0
49144,0
49145,1
49146,0
49147,1
49148,1
49149,0
49150,1
49151,1
49152,1
49153,0
49154,1
49155,1
49156,1
49157,0
49158,0
49159,0
49160,1
49161,1
49162,1
49163,1
49164,0
49165,1
49166,0
49167,0
49168,0
49169,1
49170,1
49171,0
49172,1
49173,0
49174,0
49175,0
49176,0
49177,1
49178,1
49179,0
49180,0
49181,0
49182,0
49183,0
49184,0
49185,1
49186,0
49187,1
49188,0
49189,0
49190,1
49191,0
49192,0
49193,1
49194,1
49195,0
49196,1
49197,1
49198,1
49199,1
49200,1
49201,1
49202,1
49203,1
49204,1
49205,0
49206,0
49207,1
49208,0
49209,0
49210,1
49211,0
49212,1
49213,1
49214,0
49215,1
49216,1
49217,1
49218,1
49219,0
49220,0
49221,1
49222,0
49223,0
49224,1
49225,1
49226,0
49227,1
49228,1
49229,1
49230,1
49231,0
49232,1
49233,1
49234,1
49235,1
49236,0
49237,0
49238,0
49239,0
49240,0
49241,0
49242,1
49243,1
49244,1
49245,1
49246,1
49247,0
49248,1
49249,0
49250,1
49251,1
49252,1
49253,0
49254,0
49255,0
49256,1
49257,1
49258,1
49259,0
49260,0
49261,0
49262,0
49263,1
49264,1
49265,1
49266,0
49267,0
49268,0
49269,1
49270,1
49271,1
49272,0
49273,1
49274,1
49275,1
49276,0
49277,1
49278,0
49279,0
49280,0
49281,1
49282,0
49283,0
49284,0
49285,0
49286,0
49287,1
49288,0
49289,0
49290,0
49291,1
49292,1
49293,1
49294,1
49295,0
49296,0
49297,1
49298,1
49299,1
49300,1
49301,1
49302,0
49303,1
49304,0
49305,1
49306,1
49307,0
49308,1
49309,0
49310,0
49311,1
49312,1
49313,1
49314,0
49315,1
49316,0
49317,1
49318,1
49319,1
49320,1
49321,1
49322,1
49323,0
49324,1
49325,0
49326,1
49327,0
49328,1
49329,1
49330,0
49331,0
49332,1
49333,0
49334,0
49335,1
49336,0
49337,1
49338,1
49339,0
49340,1
49341,1
49342,1
49343,1
49344,1
49345,1
49346,0
49347,0
49348,1
49349,1
49350,1
49351,0
49352,0
49353,0
49354,0
49355,0
49356,1
49357,1
49358,0
49359,1
49360,0
49361,0
49362,0
49363,0
49364,1
49365,0
49366,1
49367,0
49368,0
49369,1
49370,1
49371,0
49372,1
49373,0
49374,0
49375,0
49376,0
49377,0
49378,0
49379,0
49380,0
49381,0
49382,0
49383,1
49384,1
49385,1
49386,0
49387,1
49388,0
49389,1
49390,0
49391,0
49392,1
49393,0
49394,0
49395,0
49396,1
49397,0
49398,1
49399,0
49400,0
49401,0
49402,0
49403,0
49404,0
49405,0
49406,1
49407,1
49408,1
49409,0
49410,0
49411,0
49412,1
49413,1
49414,0
49415,0
49416,0
49417,0
49418,1
49419,0
49420,0
49421,0
49422,0
49423,1
49424,1
49425,1
49426,1
49427,1
49428,1
49429,0
49430,1
49431,1
49432,1
49433,0
49434,0
49435,1
49436,1
49437,0
49438,1
49439,1
49440,0
49441,0
49442,0
49443,1
49444,1
49445,0
49446,0
49447,1
49448,0
49449,0
49450,1
49451,0
49452,0
49453,1
49454,1
49455,1
49456,1
49457,1
49458,0
49459,1
49460,1
49461,1
49462,0
49463,0
49464,0
49465,0
49466,0
49467,1
49468,1
49469,1
49470,1
49471,1
49472,0
49473,1
49474,1
49475,0
49476,0
49477,0
49478,0
49479,0
49480,1
49481,0
49482,1
49483,1
49484,0
49485,1
49486,0
49487,0
49488,0
49489,1
49490,1
49491,1
49492,0
49493,0
49494,1
49495,0
49496,0
49497,0
49498,1
49499,0
49500,0
49501,1
49502,1
49503,0
49504,0
49505,1
49506,0
49507,0
49508,1
49509,0
49510,1
49511,1
49512,1
49513,1
49514,1
49515,0
49516,1
49517,1
49518,0
49519,1
49520,1
49521,1
49522,1
49523,1
49524,0
49525,0
49526,1
49527,1
49528,1
49529,1
49530,0
49531,0
49532,1
49533,1
49534,1
49535,1
49536,1
49537,0
49538,0
49539,1
49540,0
49541,1
49542,1
49543,0
49544,0
49545,0
49546,1
49547,0
49548,1
49549,0
49550,1
49551,0
49552,0
49553,0
49554,0
49555,1
49556,0
49557,0
49558,0
49559,0
49560,1
49561,0
49562,0
49563,1
49564,1
49565,1
49566,1
49567,1
49568,1
49569,0
49570,0
49571,1
49572,0
49573,1
49574,0
49575,0
49576,1
49577,0
49578,1
49579,1
49580,0
49581,0
49582,1
49583,1
49584,1
49585,0
49586,1
49587,0
49588,0
49589,1
49590,1
49591,0
49592,0
49593,0
49594,1
49595,0
49596,1
49597,0
49598,1
49599,1
49600,1
49601,0
49602,1
49603,0
49604,1
49605,1
49606,1
49607,1
49608,1
49609,1
49610,0
